datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
2020-09-09,1599584400,92.1,80.6,83.7,105.3,88.1,93.9,78.3,84.7,0.16,100.0,54.17,['rain'],,,,11.3,222.7,1007.9,51.9,5.7,145.7,12.7,5.0,05:43:05,1599604985,17:57:45,1599649065,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-10,1599670800,92.5,76.6,82.9,104.0,76.6,89.0,77.5,85.2,0.0,0.0,0.0,,,,36.9,13.0,271.0,1006.4,56.9,5.5,232.2,19.9,8.0,05:43:02,1599691382,17:57:07,1599735427,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-11,1599757200,90.7,77.0,82.5,105.1,77.0,89.2,77.7,86.5,0.044,100.0,37.5,['rain'],,,,8.5,306.4,1007.5,59.7,5.0,171.8,15.0,5.0,05:42:59,1599777779,17:56:28,1599821788,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-12,1599843600,93.2,78.1,83.3,106.6,78.1,89.8,77.5,84.0,0.004,100.0,4.17,['rain'],,,,12.6,281.7,1008.9,58.2,5.5,140.6,12.0,5.0,05:42:55,1599864175,17:55:50,1599908150,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-13,1599930000,89.5,77.0,80.0,102.4,77.0,83.7,77.1,91.3,0.28,100.0,8.33,['rain'],,,20.8,13.8,262.8,1009.1,64.6,5.2,119.5,10.4,4.0,05:42:51,1599950571,17:55:11,1599994511,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-14,1600016400,85.3,75.9,79.3,98.0,75.9,82.9,77.3,93.7,0.059,100.0,8.33,['rain'],,,,11.4,297.5,1008.6,59.1,4.3,128.0,11.1,5.0,05:42:48,1600036968,17:54:32,1600080872,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-15,1600102800,87.8,75.9,81.3,98.6,75.9,86.4,76.1,84.9,0.072,100.0,45.83,['rain'],,,,10.7,278.3,1008.2,59.3,5.7,189.0,16.4,7.0,05:42:44,1600123364,17:53:53,1600167233,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-16,1600189200,90.7,77.0,83.4,101.6,77.0,89.9,76.6,81.2,0.004,100.0,4.17,['rain'],,,,11.1,270.6,1007.2,55.3,6.0,189.5,16.5,6.0,05:42:40,1600209760,17:53:14,1600253594,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-17,1600275600,91.3,77.0,82.4,104.0,77.0,87.7,76.7,84.2,0.004,100.0,4.17,['rain'],,,,12.0,269.3,1004.5,56.9,5.7,94.6,8.1,3.0,05:42:37,1600296157,17:52:34,1600339954,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-18,1600362000,86.7,77.0,80.8,100.3,77.0,85.9,78.0,91.5,0.083,100.0,8.33,['rain'],,,,18.2,235.7,1003.2,77.0,5.9,98.1,8.5,3.0,05:42:33,1600382553,17:51:55,1600426315,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-19,1600448400,86.0,73.4,77.6,99.3,73.4,79.8,76.1,95.4,2.031,100.0,12.5,['rain'],,,,11.5,188.0,1007.4,68.1,5.2,102.9,8.9,3.0,05:42:29,1600468949,17:51:16,1600512676,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-20,1600534800,89.5,75.2,80.4,101.0,75.2,85.0,76.6,89.1,0.083,100.0,8.33,['rain'],,,31.1,16.3,267.3,1009.3,64.7,5.9,176.8,15.4,6.0,05:42:26,1600555346,17:50:37,1600599037,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-21,1600621200,91.5,75.9,82.2,105.6,75.9,88.4,78.0,88.6,0.02,100.0,4.17,['rain'],,,,12.7,351.3,1008.2,61.0,5.0,196.0,16.8,7.0,05:42:22,1600641742,17:49:58,1600685398,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-22,1600707600,92.4,76.9,82.9,104.0,76.9,89.3,77.8,86.0,0.192,100.0,66.67,['rain'],,,,14.7,182.6,1007.9,57.0,5.3,242.6,21.0,8.0,05:42:19,1600728139,17:49:19,1600771759,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-23,1600794000,89.6,75.2,80.6,100.9,75.2,84.3,76.2,87.7,3.031,100.0,4.17,['rain'],,,,9.2,227.2,1008.6,56.8,5.6,190.6,16.4,7.0,05:42:16,1600814536,17:48:40,1600858120,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS', 'remote']",obs,
2020-09-24,1600880400,92.1,77.0,81.7,105.6,77.0,86.3,77.2,87.8,0.044,100.0,45.83,['rain'],,,,11.4,250.0,1009.6,52.3,5.4,216.0,18.6,7.0,05:42:12,1600900932,17:48:01,1600944481,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-25,1600966800,90.7,75.2,82.5,106.7,75.2,88.5,77.8,86.7,0.004,100.0,4.17,['rain'],,,30.0,16.4,304.8,1008.4,48.8,5.7,101.7,8.8,4.0,05:42:09,1600987329,17:47:23,1601030843,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-26,1601053200,87.8,75.6,81.2,102.3,75.6,87.7,77.5,89.0,0.004,100.0,4.17,['rain'],,,,14.5,302.3,1007.5,58.6,5.9,125.3,10.9,4.0,05:42:06,1601073726,17:46:44,1601117204,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-27,1601139600,87.8,76.9,80.0,102.3,76.9,84.2,77.7,93.3,0.558,100.0,12.5,['rain'],,,,9.9,236.7,1006.0,66.6,5.3,140.0,12.2,5.0,05:42:04,1601160124,17:46:06,1601203566,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-28,1601226000,87.1,77.0,81.0,100.6,77.0,86.9,77.0,88.1,0.173,100.0,8.33,['rain'],,,,10.3,219.8,1007.1,64.5,6.2,84.9,7.4,3.0,05:42:01,1601246521,17:45:28,1601289928,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-29,1601312400,86.7,77.0,80.9,101.9,77.0,85.2,77.3,89.4,0.008,100.0,8.33,['rain'],,,,10.7,253.5,1008.2,53.4,6.0,111.9,9.5,4.0,05:41:59,1601332919,17:44:50,1601376290,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-09-30,1601398800,90.4,76.9,82.6,104.8,76.9,90.1,77.6,86.0,0.004,100.0,4.17,['rain'],,,,10.5,294.4,1006.3,52.3,5.7,154.2,13.6,5.0,05:41:57,1601419317,17:44:13,1601462653,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-01,1601485200,91.4,77.7,83.5,106.1,77.7,91.5,77.8,84.0,0.155,100.0,66.67,['rain'],,,,9.1,301.7,1005.4,52.4,6.0,131.4,11.4,5.0,05:41:55,1601505715,17:43:36,1601549016,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-02,1601571600,90.2,78.8,82.0,107.2,78.8,90.0,79.6,92.9,0.114,100.0,8.33,['rain'],,,,9.8,300.5,1005.9,61.6,4.4,108.3,9.5,4.0,05:41:53,1601592113,17:42:59,1601635379,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-03,1601658000,90.7,77.2,82.5,105.6,77.2,89.7,78.2,87.6,0.079,100.0,4.17,['rain'],,,,13.4,268.1,1007.8,56.1,5.4,155.0,13.6,6.0,05:41:52,1601678512,17:42:22,1601721742,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-04,1601744400,90.7,77.0,83.0,103.3,77.0,89.8,77.4,84.7,0.215,100.0,66.67,['rain'],,,,14.5,274.0,1008.1,60.7,6.0,122.2,10.6,4.0,05:41:51,1601764911,17:41:46,1601808106,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-05,1601830800,87.8,76.9,79.6,101.2,76.9,83.1,77.2,93.1,0.335,100.0,8.33,['rain'],,,,12.8,301.4,1007.5,59.8,5.7,139.5,12.0,5.0,05:41:51,1601851311,17:41:10,1601894470,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-06,1601917200,86.0,77.0,81.4,99.3,77.0,88.5,78.3,91.0,0.236,100.0,4.17,['rain'],,,,9.2,298.5,1006.6,61.8,5.5,128.1,11.0,5.0,05:41:50,1601937710,17:40:35,1601980835,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-07,1602003600,81.7,77.0,79.0,91.3,77.0,80.8,78.5,98.2,2.441,100.0,8.33,['rain'],,,,9.4,281.8,1004.8,62.5,4.8,140.3,12.0,6.0,05:41:50,1602024110,17:40:00,1602067200,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-08,1602090000,88.8,77.0,81.1,101.2,77.0,85.7,77.3,89.1,0.287,100.0,66.67,['rain'],,,,12.2,172.6,1005.0,80.4,6.0,118.4,10.3,5.0,05:41:51,1602110511,17:39:25,1602153565,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-09,1602176400,84.2,78.0,79.5,98.2,78.0,81.4,78.7,97.4,0.308,100.0,12.5,['rain'],,,,6.7,196.6,1006.2,79.6,4.9,96.0,8.4,4.0,05:41:51,1602196911,17:38:51,1602239931,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-10,1602262800,86.7,76.9,80.0,101.6,76.9,84.5,78.2,94.6,1.0,100.0,12.5,['rain'],,,,14.9,248.3,1005.9,83.6,4.6,109.2,9.4,4.0,05:41:53,1602283313,17:38:18,1602326298,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-11,1602349200,83.1,77.0,79.6,95.8,77.0,82.6,78.5,96.7,0.583,100.0,12.5,['rain'],,,,14.2,253.5,1004.7,87.1,4.8,127.5,11.0,5.0,05:41:54,1602369714,17:37:45,1602412665,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-12,1602435600,87.8,77.0,80.6,99.9,77.0,84.7,77.1,90.0,0.28,100.0,8.33,['rain'],,,,12.0,272.3,1003.5,80.3,5.4,161.1,13.9,6.0,05:41:56,1602456116,17:37:12,1602499032,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-13,1602522000,86.0,77.0,80.1,97.1,77.0,83.3,77.0,91.0,0.008,100.0,8.33,['rain'],,,,12.4,255.2,1004.3,83.2,5.5,90.7,7.9,3.0,05:41:59,1602542519,17:36:40,1602585400,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-14,1602608400,80.6,76.9,78.4,88.1,76.9,79.0,77.8,98.0,1.067,100.0,12.5,['rain'],,,,8.3,215.0,1005.3,77.3,5.0,125.4,10.9,4.0,05:42:02,1602628922,17:36:09,1602671769,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-15,1602694800,87.1,76.9,79.8,98.8,76.9,83.3,77.8,94.4,0.173,100.0,8.33,['rain'],,,,12.2,262.7,1005.3,77.1,5.1,157.7,13.6,7.0,05:42:05,1602715325,17:35:38,1602758138,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-16,1602781200,82.4,77.0,78.3,92.4,77.0,79.7,77.3,96.8,0.342,100.0,8.33,['rain'],,,36.9,16.5,246.9,1005.0,97.0,5.5,87.7,7.6,3.0,05:42:09,1602801729,17:35:08,1602844508,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-17,1602867600,86.0,76.8,79.0,96.3,76.8,81.0,76.8,93.4,0.319,100.0,12.5,['rain'],,,,16.1,231.2,1005.6,94.7,5.2,123.3,10.6,5.0,05:42:14,1602888134,17:34:39,1602930879,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-18,1602954000,84.2,74.1,79.3,94.1,74.1,82.8,76.9,92.7,0.948,100.0,12.5,['rain'],,,,10.3,230.0,1007.6,97.8,5.8,115.9,10.1,4.0,05:42:19,1602974539,17:34:10,1603017250,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-19,1603040400,87.8,77.1,82.3,98.3,77.1,88.7,77.3,85.6,0.008,100.0,4.17,['rain'],,,,11.0,277.0,1007.7,80.1,6.0,138.8,12.0,6.0,05:42:24,1603060944,17:33:42,1603103622,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-20,1603126800,89.5,77.0,82.8,102.1,77.0,89.5,76.9,83.2,0.433,100.0,4.17,['rain'],,,,6.3,314.0,1007.6,69.3,6.0,138.9,12.0,5.0,05:42:30,1603147350,17:33:15,1603189995,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-21,1603213200,87.8,78.8,82.3,102.3,78.8,89.6,77.8,86.9,0.035,100.0,8.33,['rain'],,,,9.2,348.9,1006.9,79.0,6.1,103.5,9.0,4.0,05:42:37,1603233757,17:32:48,1603276368,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-22,1603299600,92.1,77.7,84.2,102.2,77.7,90.0,75.4,76.7,0.04,100.0,37.5,['rain'],,,,6.0,296.0,1006.8,64.4,5.6,75.9,6.7,3.0,05:42:44,1603320164,17:32:22,1603362742,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-23,1603386000,88.9,78.6,82.8,95.5,78.6,87.3,74.0,75.9,0.984,100.0,4.17,['rain'],,,,7.1,294.8,1008.0,71.5,5.9,165.1,14.3,6.0,05:42:52,1603406572,17:31:57,1603449117,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-24,1603472400,90.7,78.7,82.6,96.1,78.7,86.6,73.5,75.3,0.016,100.0,12.5,['rain'],,,,9.2,203.3,1008.8,66.8,5.9,118.5,10.3,4.0,05:43:00,1603492980,17:31:33,1603535493,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-25,1603558800,87.8,77.0,81.8,95.8,77.0,86.8,75.1,80.8,0.241,100.0,66.67,['rain'],,,,7.6,241.6,1009.1,67.5,6.1,104.8,9.2,4.0,05:43:09,1603579389,17:31:10,1603621870,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-26,1603645200,89.7,77.0,82.5,96.6,77.0,86.3,72.9,74.2,0.328,100.0,54.17,['rain'],,,,10.0,290.7,1008.2,50.6,5.8,167.6,14.4,6.0,05:43:19,1603665799,17:30:47,1603708247,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-27,1603731600,87.1,77.0,81.5,93.9,77.0,85.2,72.8,75.4,0.092,100.0,37.5,['rain'],,,,14.1,315.0,1006.4,73.8,6.1,146.2,12.6,5.0,05:43:29,1603752209,17:30:26,1603794626,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-28,1603818000,84.2,78.7,80.8,90.9,78.7,83.3,72.5,76.2,0.146,100.0,33.33,['rain'],,,,13.4,283.4,1005.5,99.6,6.0,143.0,12.3,6.0,05:43:40,1603838620,17:30:05,1603881005,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-29,1603904400,90.7,77.0,81.2,99.6,77.0,84.5,74.6,81.4,0.02,100.0,4.17,['rain'],,,,15.7,212.5,1008.2,87.4,5.9,66.1,5.7,2.0,05:43:52,1603925032,17:29:45,1603967385,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-30,1603990800,92.1,75.9,82.9,101.4,75.9,88.7,74.9,78.4,0.024,100.0,8.33,['rain'],,,,9.2,234.2,1009.7,61.1,5.9,238.4,20.8,8.0,05:44:04,1604011444,17:29:26,1604053766,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-10-31,1604077200,90.7,74.1,81.7,105.1,74.1,86.9,76.8,86.2,0.035,100.0,8.33,['rain'],,,,12.0,273.7,1009.4,70.6,5.0,242.7,21.0,9.0,05:44:17,1604097857,17:29:08,1604140148,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-01,1604163600,90.3,77.0,82.7,102.5,77.0,89.6,77.0,84.2,0.004,100.0,4.17,['rain'],,,,8.1,329.5,1008.9,73.7,5.7,193.5,16.7,7.0,05:44:31,1604184271,17:28:51,1604226531,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-02,1604250000,88.9,77.0,82.0,96.2,77.0,86.7,74.4,78.8,0.63,100.0,4.17,['rain'],,,,7.7,308.9,1009.6,51.7,6.2,269.6,23.4,9.0,05:44:45,1604270685,17:28:35,1604312915,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-03,1604336400,91.4,77.0,83.4,96.1,77.0,87.9,73.9,75.5,0.0,0.0,0.0,,,,,6.5,360.0,1010.1,47.9,5.4,269.8,23.4,9.0,05:45:00,1604357100,17:28:20,1604399300,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-04,1604422800,88.9,78.8,82.5,98.4,78.8,88.2,75.9,81.1,0.016,100.0,16.67,['rain'],,,,11.1,252.2,1010.1,65.2,5.3,244.1,21.0,9.0,05:45:15,1604443515,17:28:06,1604485686,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-05,1604509200,92.5,77.0,83.6,99.9,77.0,88.9,74.8,77.1,0.0,0.0,0.0,,,,,8.7,288.1,1009.5,53.0,5.3,224.7,19.4,8.0,05:45:32,1604529932,17:27:53,1604572073,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-06,1604595600,86.0,78.8,82.1,95.2,78.8,87.8,75.4,80.7,0.012,100.0,4.17,['rain'],,,,7.3,308.3,1010.0,67.5,5.6,168.9,14.7,6.0,05:45:49,1604616349,17:27:41,1604658461,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-07,1604682000,90.3,77.0,83.1,99.4,77.0,89.1,75.0,77.8,0.232,100.0,58.33,['rain'],,,,10.1,125.1,1010.5,53.1,6.2,233.3,20.1,8.0,05:46:06,1604702766,17:27:29,1604744849,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-08,1604768400,90.2,77.0,83.0,97.9,77.0,86.5,72.1,71.1,0.866,100.0,8.33,['rain'],,,,11.5,11.3,1009.9,65.9,5.8,237.2,20.3,8.0,05:46:24,1604789184,17:27:19,1604831239,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-09,1604854800,87.8,73.4,80.6,92.7,73.4,83.0,70.1,71.1,0.106,100.0,16.67,['rain'],,,,10.3,2.2,1008.4,73.8,5.7,233.2,20.2,8.0,05:46:43,1604875603,17:27:10,1604917630,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-10,1604941200,84.2,76.3,79.5,88.0,76.3,80.5,69.9,72.9,0.036,100.0,29.17,['rain'],,,,14.8,327.8,1007.3,82.6,6.3,169.5,14.6,6.0,05:47:03,1604962023,17:27:03,1605004023,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-11,1605027600,85.3,71.6,77.7,93.4,71.6,80.2,72.7,85.1,0.056,100.0,33.33,['rain'],,,,9.4,211.8,1009.6,78.5,6.0,231.1,20.1,8.0,05:47:23,1605048443,17:26:56,1605090416,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS', 'remote']",obs,
2020-11-12,1605114000,92.1,74.1,80.8,99.9,74.1,84.4,75.1,84.3,0.079,100.0,4.17,['rain'],,,,10.3,55.5,1010.4,58.9,4.9,252.6,21.9,9.0,05:47:44,1605134864,17:26:50,1605176810,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-13,1605200400,87.8,75.2,81.6,97.7,75.2,86.6,74.8,81.0,0.0,0.0,0.0,,,,,7.1,306.1,1008.7,57.6,5.4,249.9,21.5,9.0,05:48:06,1605221286,17:26:45,1605263205,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-14,1605286800,91.4,73.4,82.4,97.0,73.4,85.0,69.1,65.9,0.0,0.0,0.0,,,,,8.1,340.7,1008.4,41.1,6.0,258.5,22.3,9.0,05:48:28,1605307708,17:26:42,1605349602,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-15,1605373200,90.7,77.0,82.9,100.2,77.0,87.4,73.0,72.5,0.0,0.0,0.0,,,,,8.5,113.7,1009.9,51.3,5.9,257.9,22.3,9.0,05:48:51,1605394131,17:26:39,1605435999,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-16,1605459600,93.5,76.8,82.6,102.3,76.8,86.3,74.6,79.0,0.016,100.0,16.67,['rain'],,,32.2,10.3,32.5,1009.8,58.8,5.9,253.9,21.9,9.0,05:49:14,1605480554,17:26:38,1605522398,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-17,1605546000,93.2,76.2,84.2,101.6,76.2,90.4,75.1,76.0,0.04,100.0,20.83,['rain'],,,,7.4,124.9,1008.4,56.4,5.5,233.1,20.1,9.0,05:49:38,1605566978,17:26:37,1605608797,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-18,1605632400,91.4,77.0,83.1,101.2,77.0,89.7,75.9,79.9,0.004,100.0,4.17,['rain'],,,,9.9,152.5,1008.0,51.2,5.6,203.4,17.7,7.0,05:50:03,1605653403,17:26:38,1605695198,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-19,1605718800,91.3,78.8,83.5,104.0,78.8,91.2,76.2,79.4,0.012,100.0,4.17,['rain'],,,,9.8,124.1,1007.9,52.7,5.6,172.9,15.1,6.0,05:50:28,1605739828,17:26:40,1605781600,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-20,1605805200,89.9,78.8,83.7,103.0,78.8,91.2,75.9,78.0,0.079,100.0,4.17,['rain'],,,,9.4,104.8,1008.4,63.3,6.1,214.2,18.7,8.0,05:50:54,1605826254,17:26:43,1605868003,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-21,1605891600,89.6,77.0,81.9,101.9,77.0,87.5,77.1,86.1,0.039,100.0,4.17,['rain'],,,,7.0,117.4,1008.8,62.0,4.8,229.3,19.8,8.0,05:51:20,1605912680,17:26:47,1605954407,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
2020-11-22,1605978000,92.5,75.2,82.0,103.0,75.2,85.8,75.3,82.2,0.06,100.0,37.5,['rain'],,,,7.4,348.0,1009.9,54.9,5.7,167.7,14.6,6.0,05:51:47,1605999107,17:26:52,1606040812,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs,
