datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
2009-10-31,1256922000,88.1,73.5,80.5,98.0,73.5,84.6,74.6,83.8,,0.0,0.0,,,,,9.2,163.0,1008.9,54.2,5.4,,,,05:44:12,1256942652,17:29:13,1256984953,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-01,1257008400,91.5,75.3,81.6,95.7,75.3,83.8,71.8,75.0,,0.0,0.0,,,,,9.2,340.5,1009.0,53.3,6.2,,,,05:44:25,1257029065,17:28:55,1257071335,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-02,1257094800,89.0,73.5,80.2,96.2,73.5,83.2,72.2,77.6,,0.0,0.0,,,,,12.8,334.1,1008.1,58.7,6.6,,,,05:44:39,1257115479,17:28:39,1257157719,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-03,1257181200,88.4,73.5,79.4,98.1,73.5,82.9,75.6,89.2,,0.0,0.0,,,,,11.4,77.1,1009.7,67.5,6.4,,,,05:44:54,1257201894,17:28:24,1257244104,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-04,1257267600,90.8,71.7,80.9,98.0,71.7,84.4,72.5,77.8,,0.0,0.0,,,,,10.3,29.3,1010.2,59.6,6.6,,,,05:45:09,1257288309,17:28:09,1257330489,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-05,1257354000,91.5,71.7,81.8,100.8,71.7,86.7,73.7,78.7,,0.0,0.0,,,,,9.2,59.9,1008.9,46.7,6.6,,,,05:45:25,1257374725,17:27:56,1257416876,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-06,1257440400,88.1,73.5,79.9,94.8,73.5,82.8,74.5,84.6,,0.0,0.0,,,,,15.0,59.2,1008.0,65.8,6.4,,,,05:45:42,1257461142,17:27:43,1257503263,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-07,1257526800,91.5,75.3,82.6,102.9,75.3,88.7,76.2,82.4,,0.0,0.0,,,,,11.4,105.5,1007.9,71.3,6.0,,,,05:45:59,1257547559,17:27:32,1257589652,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-08,1257613200,91.5,75.3,83.3,101.7,75.3,89.4,75.8,79.9,,0.0,0.0,,,,,8.1,94.5,1008.1,49.2,6.1,,,,05:46:18,1257633978,17:27:22,1257676042,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-09,1257699600,89.7,73.5,82.7,100.2,73.5,88.7,75.0,78.6,,0.0,0.0,,,,,10.3,155.4,1006.6,44.8,6.5,,,,05:46:36,1257720396,17:27:12,1257762432,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-10,1257786000,90.8,75.3,82.6,100.4,75.3,87.9,74.9,78.9,,0.0,0.0,,,,,11.4,126.0,1005.2,47.5,6.6,,,,05:46:56,1257806816,17:27:04,1257848824,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-11,1257872400,91.1,75.3,81.9,106.4,75.3,87.5,77.1,86.1,,0.0,0.0,,,,,10.3,134.2,1006.1,47.1,6.5,,,,05:47:16,1257893236,17:26:57,1257935217,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-12,1257958800,92.0,77.1,83.1,105.4,77.1,89.7,76.8,82.3,,0.0,0.0,,,,,10.3,131.1,1008.7,44.6,6.6,,,,05:47:36,1257979656,17:26:51,1258021611,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-13,1258045200,93.3,78.9,83.8,105.4,78.9,89.4,74.7,75.7,,0.0,0.0,,,,,10.3,104.0,1009.0,41.7,6.5,,,,05:47:58,1258066078,17:26:46,1258108006,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-14,1258131600,93.3,73.5,82.4,100.5,73.5,86.9,74.0,78.0,,0.0,0.0,,,,,10.3,86.2,1008.3,39.2,6.2,,,,05:48:20,1258152500,17:26:42,1258194402,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-15,1258218000,88.4,75.3,81.3,99.4,75.3,86.2,75.5,83.4,,0.0,0.0,,,,,10.3,116.0,1008.1,64.2,6.6,,,,05:48:42,1258238922,17:26:39,1258280799,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-16,1258304400,90.8,71.7,81.2,100.5,71.7,86.4,75.0,82.5,,0.0,0.0,,,,,9.2,163.0,1008.5,52.1,6.1,,,,05:49:06,1258325346,17:26:37,1258367197,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-17,1258390800,91.5,75.3,82.0,100.8,75.3,86.3,74.7,80.5,,0.0,0.0,,,,,9.2,86.8,1009.4,49.1,5.6,,,,05:49:30,1258411770,17:26:36,1258453596,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-18,1258477200,89.7,75.3,81.1,95.1,75.3,83.3,70.8,72.9,,0.0,0.0,,,,,8.1,9.1,1010.3,48.3,6.5,,,,05:49:54,1258498194,17:26:37,1258539997,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-19,1258563600,90.8,71.7,80.1,96.8,71.7,82.4,69.5,71.5,,0.0,0.0,,,,,9.2,3.3,1011.5,48.8,6.6,,,,05:50:19,1258584619,17:26:38,1258626398,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-20,1258650000,90.8,71.7,80.4,96.8,71.7,82.9,70.0,71.9,,0.0,0.0,,,,,12.8,9.4,1011.1,46.7,6.6,,,,05:50:45,1258671045,17:26:41,1258712801,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-21,1258736400,87.9,73.5,79.2,92.9,73.5,80.3,68.0,69.5,,0.0,0.0,,,,,18.3,17.1,1010.9,67.8,6.6,,,,05:51:11,1258757471,17:26:45,1258799205,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-22,1258822800,83.0,71.7,77.0,87.7,71.7,78.1,67.8,73.5,,0.0,0.0,,,,,9.2,355.4,1010.7,81.3,6.6,,,,05:51:37,1258843897,17:26:49,1258885609,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-23,1258909200,83.6,69.9,76.3,88.8,69.9,77.5,69.3,79.3,,0.0,0.0,,,,,6.9,335.6,1010.4,89.2,6.3,,,,05:52:04,1258930324,17:26:55,1258972015,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-24,1258995600,84.3,71.7,77.7,89.8,71.7,79.2,71.1,81.0,,0.0,0.0,,,,,11.4,315.8,1009.9,81.3,6.3,,,,05:52:32,1259016752,17:27:02,1259058422,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-25,1259082000,86.1,73.5,77.0,93.8,73.5,78.6,73.5,89.6,,0.0,0.0,,,,,9.2,302.3,1009.5,78.8,5.3,,,,05:53:00,1259103180,17:27:10,1259144830,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-26,1259168400,88.4,73.5,79.2,99.4,73.5,81.7,76.0,90.7,,0.0,0.0,,,,,5.8,188.3,1009.3,86.7,3.6,,,,05:53:29,1259189609,17:27:19,1259231239,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-27,1259254800,89.7,73.5,80.4,102.8,73.5,85.4,75.7,86.8,,0.0,0.0,,,,,8.1,213.2,1010.2,79.1,5.2,,,,05:53:58,1259276038,17:27:29,1259317649,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-28,1259341200,95.3,73.5,81.3,106.3,73.5,86.5,75.5,84.4,,0.0,0.0,,,,,6.9,221.4,1010.5,60.4,4.9,,,,05:54:27,1259362467,17:27:40,1259404060,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-29,1259427600,87.9,73.5,80.7,98.0,73.5,85.0,74.5,82.5,,0.0,0.0,,,,,9.2,172.8,1010.8,69.6,5.0,,,,05:54:57,1259448897,17:27:52,1259490472,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-11-30,1259514000,90.8,73.5,79.3,99.1,73.5,81.3,73.7,84.4,,0.0,0.0,,,,,10.3,13.4,1011.4,76.7,5.9,,,,05:55:27,1259535327,17:28:05,1259576885,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-01,1259600400,91.5,71.7,80.1,98.4,71.7,82.5,72.4,79.5,,0.0,0.0,,,,,11.4,131.5,1011.3,55.0,5.6,,,,05:55:58,1259621758,17:28:20,1259663300,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-02,1259686800,89.7,73.5,80.2,96.6,73.5,82.9,73.4,81.7,,0.0,0.0,,,,,10.3,65.2,1011.6,52.1,5.0,,,,05:56:28,1259708188,17:28:35,1259749715,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-03,1259773200,87.9,71.7,79.3,94.4,71.7,81.4,72.2,80.6,,0.0,0.0,,,,,9.2,116.5,1011.5,57.9,6.5,,,,05:56:59,1259794619,17:28:51,1259836131,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-04,1259859600,87.9,68.1,77.8,92.9,68.1,79.6,70.6,79.9,,0.0,0.0,,,,,8.1,267.7,1011.3,46.7,5.7,,,,05:57:30,1259881050,17:29:08,1259922548,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-05,1259946000,89.3,69.9,78.0,95.5,69.9,79.7,71.1,80.9,,0.0,0.0,,,,,9.2,152.1,1011.1,48.3,4.3,,,,05:58:02,1259967482,17:29:26,1260008966,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-06,1260032400,87.9,69.9,78.2,92.9,69.9,80.3,71.6,81.8,,0.0,0.0,,,,,11.4,146.0,1010.8,47.5,4.5,,,,05:58:33,1260053913,17:29:45,1260095385,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-07,1260118800,89.7,69.9,79.4,94.4,69.9,81.5,71.1,78.0,,0.0,0.0,,,,,10.3,125.7,1011.4,41.3,5.9,,,,05:59:05,1260140345,17:30:04,1260181804,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-08,1260205200,87.9,71.7,79.0,92.9,71.7,80.6,70.5,77.3,,0.0,0.0,,,,,11.4,121.0,1011.3,40.8,6.3,,,,05:59:37,1260226777,17:30:25,1260268225,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-09,1260291600,88.4,68.1,78.2,90.3,68.1,79.2,67.9,73.4,,0.0,0.0,,,,,10.3,106.2,1011.0,40.8,6.3,,,,06:00:09,1260313209,17:30:46,1260354646,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-10,1260378000,87.9,69.9,77.7,89.5,69.9,78.7,69.2,77.6,,0.0,0.0,,,,,9.2,131.8,1010.5,35.0,6.1,,,,06:00:41,1260399641,17:31:09,1260441069,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-11,1260464400,89.0,69.9,79.1,92.0,69.9,79.9,68.8,73.3,,0.0,0.0,,,,,9.2,119.9,1010.7,42.5,6.0,,,,06:01:13,1260486073,17:31:32,1260527492,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-12,1260550800,91.5,71.7,81.3,97.3,71.7,84.1,71.1,73.4,,0.0,0.0,,,,,11.4,106.7,1009.8,52.6,6.3,,,,06:01:45,1260572505,17:31:55,1260613915,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-13,1260637200,92.6,71.7,81.6,99.0,71.7,84.8,71.8,74.2,,0.0,0.0,,,,,9.2,86.9,1010.1,40.0,6.3,,,,06:02:17,1260658937,17:32:20,1260700340,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-14,1260723600,91.5,73.5,80.9,101.4,73.5,85.3,74.0,81.1,,0.0,0.0,,,,,9.2,193.9,1010.7,47.1,6.3,,,,06:02:49,1260745369,17:32:45,1260786765,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-15,1260810000,91.7,73.5,81.3,103.4,73.5,85.9,74.8,82.1,,0.0,0.0,,,,,8.1,138.2,1011.2,55.0,6.1,,,,06:03:20,1260831800,17:33:11,1260873191,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-16,1260896400,86.1,73.5,77.6,95.4,73.5,79.5,75.4,93.7,,0.0,0.0,,,,,8.1,154.6,1011.6,63.8,4.9,,,,06:03:52,1260918232,17:33:38,1260959618,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-17,1260982800,89.0,71.7,80.5,100.2,71.7,84.9,73.3,80.1,,0.0,0.0,,,,,8.1,171.4,1011.9,46.5,4.9,,,,06:04:23,1261004663,17:34:05,1261046045,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-18,1261069200,91.5,71.7,81.1,97.2,71.7,83.8,71.0,73.7,,0.0,0.0,,,,,10.3,122.4,1013.0,33.3,6.6,,,,06:04:55,1261091095,17:34:33,1261132473,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-19,1261155600,90.2,73.5,81.2,96.6,73.5,84.1,72.4,76.5,,0.0,0.0,,,,,10.3,131.0,1014.0,47.5,6.5,,,,06:05:25,1261177525,17:35:01,1261218901,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-20,1261242000,84.8,71.7,78.7,89.6,71.7,80.5,71.2,79.0,,0.0,0.0,,,,,8.1,159.4,1014.6,55.0,6.1,,,,06:05:56,1261263956,17:35:30,1261305330,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-21,1261328400,86.1,71.7,78.0,92.1,71.7,79.5,71.1,80.7,,0.0,0.0,,,,,4.7,251.9,1013.6,49.6,5.2,,,,06:06:26,1261350386,17:35:59,1261391759,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-22,1261414800,87.9,69.9,78.2,94.4,69.9,80.3,70.5,78.9,,0.0,0.0,,,,,11.4,190.4,1012.1,48.3,5.2,,,,06:06:56,1261436816,17:36:29,1261478189,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-23,1261501200,90.2,69.9,79.6,97.3,69.9,82.5,71.1,76.9,,0.0,0.0,,,,,6.9,112.6,1011.4,40.8,5.0,,,,06:07:26,1261523246,17:37:00,1261564620,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-24,1261587600,89.0,71.7,79.7,98.2,71.7,82.7,72.3,79.8,,0.0,0.0,,,,,9.2,141.1,1010.7,35.2,6.2,,,,06:07:55,1261609675,17:37:30,1261651050,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-25,1261674000,88.4,71.7,80.8,97.0,71.7,84.3,73.1,78.6,,0.0,0.0,,,,,9.2,133.3,1010.0,40.9,6.6,,,,06:08:23,1261696103,17:38:01,1261737481,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999'],obs
2009-12-26,1261760400,89.9,73.5,80.2,96.8,73.5,83.1,73.3,81.0,,0.0,0.0,,,,,11.4,132.5,1009.4,49.1,6.6,,,,06:08:51,1261782531,17:38:33,1261823913,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['48900099999'],obs
