datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
2017-12-27,1514307600,87.8,77.0,81.2,99.9,77.0,86.2,76.0,84.7,0.016,100.0,4.17,['rain'],,,16.1,13.2,100.0,1009.8,51.8,5.3,164.8,14.1,6.0,06:09:19,1514329759,17:39:05,1514371145,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2017-12-28,1514394000,91.4,76.9,83.9,102.6,76.9,90.9,76.3,79.6,0.0,0.0,0.0,,,,,11.4,97.2,1010.1,48.2,5.1,205.0,17.6,7.0,06:09:46,1514416186,17:39:37,1514457577,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2017-12-29,1514480400,91.4,75.2,82.4,102.1,75.2,87.5,75.7,82.1,0.0,0.0,0.0,,,,,11.4,82.1,1010.4,41.3,5.8,186.2,16.2,7.0,06:10:13,1514502613,17:40:09,1514544009,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2017-12-30,1514566800,91.4,73.4,82.5,98.2,73.4,86.7,73.5,76.3,0.0,0.0,0.0,,,,,8.1,65.0,1010.1,43.1,6.1,225.0,19.7,8.0,06:10:38,1514589038,17:40:42,1514630442,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2017-12-31,1514653200,87.8,73.4,79.9,91.4,73.4,81.5,69.5,71.9,0.0,0.0,0.0,,,,,12.8,53.7,1010.3,36.5,6.3,245.6,21.3,9.0,06:11:03,1514675463,17:41:14,1514716874,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-01,1514739600,87.7,70.8,79.1,92.1,70.8,80.4,68.7,71.7,0.0,0.0,0.0,,,,,6.9,17.3,1009.3,41.1,6.1,242.5,20.9,8.0,06:11:28,1514761888,17:41:47,1514803307,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS', 'remote']",obs
2018-01-02,1514826000,89.6,70.9,79.8,92.9,70.9,81.4,69.7,73.2,0.0,0.0,0.0,,,,,7.3,81.1,1008.8,35.6,5.4,250.1,21.6,9.0,06:11:52,1514848312,17:42:19,1514889739,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-03,1514912400,90.2,73.4,81.0,97.1,73.4,84.6,73.5,79.7,0.004,100.0,4.17,['rain'],,,,9.2,209.7,1007.8,45.9,5.2,244.2,21.2,9.0,06:12:15,1514934735,17:42:52,1514976172,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-04,1514998800,90.7,75.2,81.8,101.6,75.2,87.7,76.1,84.2,0.0,0.0,0.0,,,,,9.6,189.1,1007.6,54.9,5.1,233.0,20.1,8.0,06:12:37,1515021157,17:43:25,1515062605,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-05,1515085200,86.6,78.7,81.6,97.8,78.7,86.8,76.9,86.1,0.008,100.0,4.17,['rain'],,,,9.2,147.2,1008.1,65.9,5.7,210.9,18.3,8.0,06:12:58,1515107578,17:43:58,1515149038,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-06,1515171600,89.6,76.9,82.1,101.5,76.9,87.5,76.4,83.9,0.0,0.0,0.0,,,,,11.7,135.5,1008.4,52.6,6.5,190.8,16.5,7.0,06:13:19,1515193999,17:44:30,1515235470,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-07,1515258000,89.6,77.7,83.0,100.2,77.7,89.2,76.3,81.2,0.0,0.0,0.0,,,,,10.0,137.7,1009.9,50.7,6.5,203.3,17.5,7.0,06:13:39,1515280419,17:45:03,1515321903,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-08,1515344400,90.3,77.0,82.9,103.5,77.0,89.6,76.7,82.5,0.0,0.0,0.0,,,,24.2,10.6,129.0,1010.2,52.9,6.4,228.1,19.7,8.0,06:13:58,1515366838,17:45:36,1515408336,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-09,1515430800,91.3,76.9,82.9,102.5,76.9,88.5,76.0,81.2,0.0,0.0,0.0,,,,,10.8,135.5,1010.8,54.3,6.5,226.2,19.6,8.0,06:14:16,1515453256,17:46:08,1515494768,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-10,1515517200,92.1,76.9,81.9,101.1,76.9,85.6,74.3,79.5,0.0,0.0,0.0,,,,18.3,9.2,7.2,1011.6,48.4,5.7,251.2,21.7,9.0,06:14:33,1515539673,17:46:40,1515581200,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-11,1515603600,89.6,73.4,80.7,93.4,73.4,82.8,69.4,69.9,0.035,100.0,4.17,['rain'],,,,7.6,32.7,1011.6,60.0,6.0,242.2,20.7,9.0,06:14:49,1515626089,17:47:12,1515667632,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-12,1515690000,89.6,71.6,79.5,91.2,71.6,80.3,66.0,64.9,0.0,0.0,0.0,,,,,10.5,38.1,1011.9,43.2,6.5,220.4,18.9,7.0,06:15:05,1515712505,17:47:44,1515754064,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-13,1515776400,86.0,69.8,77.7,88.4,69.8,78.6,67.0,70.9,0.0,0.0,0.0,,,,,6.9,33.5,1011.4,52.6,6.0,231.1,20.2,8.0,06:15:19,1515798919,17:48:16,1515840496,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-14,1515862800,84.2,71.6,78.0,88.4,71.6,79.4,69.9,76.6,0.0,0.0,0.0,,,,,5.9,305.2,1011.1,72.4,5.7,190.2,16.5,8.0,06:15:33,1515885333,17:48:47,1515926927,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-15,1515949200,86.7,75.2,79.9,92.5,75.2,81.9,73.6,81.9,0.0,0.0,0.0,,,,,9.2,200.8,1009.5,72.3,5.3,153.9,13.3,5.0,06:15:45,1515971745,17:49:18,1516013358,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-16,1516035600,87.5,75.2,80.8,94.6,75.2,84.3,74.8,83.3,0.0,0.0,0.0,,,,,7.2,179.5,1008.9,68.2,5.3,165.2,14.2,7.0,06:15:57,1516058157,17:49:48,1516099788,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-17,1516122000,87.8,76.9,80.9,97.7,76.9,85.2,75.8,85.0,0.0,0.0,0.0,,,,,8.1,169.8,1008.6,84.1,4.6,201.1,17.4,8.0,06:16:07,1516144567,17:50:19,1516186219,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-18,1516208400,88.9,75.2,80.0,99.4,75.2,83.2,75.0,85.4,0.028,100.0,4.17,['rain'],,,,8.6,269.3,1008.3,67.7,4.4,213.4,18.6,8.0,06:16:17,1516230977,17:50:48,1516272648,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-19,1516294800,82.4,75.2,78.1,90.8,75.2,80.0,76.3,94.4,0.351,100.0,16.67,['rain'],,,,5.0,262.6,1009.1,87.8,4.2,153.3,13.3,6.0,06:16:25,1516317385,17:51:18,1516359078,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-20,1516381200,91.4,74.5,81.9,99.4,74.5,85.9,74.9,81.4,0.079,100.0,33.33,['rain'],,,,7.7,126.9,1008.3,69.5,5.2,225.9,19.5,7.0,06:16:32,1516403792,17:51:47,1516445507,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-21,1516467600,88.9,77.0,80.9,99.0,77.0,84.8,76.4,87.0,0.004,100.0,4.17,['rain'],,,,7.1,322.1,1007.5,69.8,5.2,216.1,18.7,8.0,06:16:39,1516490199,17:52:15,1516531935,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-22,1516554000,85.0,77.0,80.6,96.6,77.0,85.5,77.0,89.3,0.118,100.0,4.17,['rain'],,,,6.1,13.2,1007.6,81.4,4.5,139.2,11.9,4.0,06:16:44,1516576604,17:52:43,1516618363,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-23,1516640400,86.0,75.2,80.6,97.7,75.2,85.6,76.2,87.0,0.004,100.0,4.17,['rain'],,,,8.3,122.7,1007.3,72.5,5.4,248.3,21.5,9.0,06:16:49,1516663009,17:53:11,1516704791,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-24,1516726800,88.8,77.0,81.7,99.8,77.0,86.0,75.5,82.2,0.004,100.0,4.17,['rain'],,,,9.8,135.2,1006.9,80.2,5.5,240.7,20.8,9.0,06:16:52,1516749412,17:53:38,1516791218,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-25,1516813200,88.9,74.5,81.2,99.2,74.5,85.7,74.2,80.1,0.0,0.0,0.0,,,,,9.8,142.7,1006.8,68.2,5.8,246.0,21.3,9.0,06:16:54,1516835814,17:54:05,1516877645,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-26,1516899600,87.1,76.3,81.0,98.8,76.3,86.1,75.0,82.3,0.0,0.0,0.0,,,,,8.1,190.2,1007.1,58.6,4.9,242.7,21.1,9.0,06:16:55,1516922215,17:54:31,1516964071,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-27,1516986000,90.7,75.2,81.4,102.5,75.2,86.4,76.4,85.8,0.0,0.0,0.0,,,,,8.3,144.4,1007.7,73.0,5.1,239.3,20.5,8.0,06:16:55,1517008615,17:54:56,1517050496,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-28,1517072400,90.1,77.0,81.8,104.0,77.0,87.6,76.8,85.6,0.004,100.0,4.17,['rain'],,,,10.4,154.6,1008.3,75.3,5.6,211.5,18.3,8.0,06:16:55,1517095015,17:55:21,1517136921,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-29,1517158800,87.8,75.1,80.3,100.4,75.1,85.0,75.9,86.8,0.157,100.0,4.17,['rain'],,,,9.2,196.1,1009.6,78.5,5.7,208.7,18.0,6.0,06:16:53,1517181413,17:55:45,1517223345,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-30,1517245200,90.7,75.2,81.4,100.4,75.2,86.2,75.5,83.9,0.0,0.0,0.0,,,,,11.4,227.0,1009.7,55.1,5.2,246.0,21.4,9.0,06:16:50,1517267810,17:56:09,1517309769,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-01-31,1517331600,89.7,75.2,80.8,100.5,75.2,85.1,75.8,85.7,0.032,100.0,16.67,['rain'],,,,11.4,166.2,1010.4,64.4,5.0,238.2,20.7,9.0,06:16:45,1517354205,17:56:32,1517396192,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['48894099999', '48900099999', 'VVTS', 'remote']",obs
2018-02-01,1517418000,88.8,76.9,81.6,95.8,76.9,85.2,73.8,78.4,0.008,100.0,8.33,['rain'],,,16.1,8.3,199.5,1010.8,65.7,5.7,268.6,23.3,9.0,06:16:40,1517440600,17:56:54,1517482614,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-02,1517504400,88.5,74.5,80.6,96.8,74.5,83.5,71.8,75.3,0.0,0.0,0.0,,,,,9.8,130.2,1011.9,63.6,5.9,263.5,22.7,9.0,06:16:34,1517526994,17:57:16,1517569036,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-03,1517590800,91.4,73.4,80.5,95.8,73.4,82.5,70.9,74.6,0.0,0.0,0.0,,,,,10.4,86.6,1012.2,48.4,6.1,276.1,23.8,9.0,06:16:27,1517613387,17:57:38,1517655458,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-04,1517677200,87.1,71.1,78.7,91.3,71.1,80.4,69.6,74.9,0.0,0.0,0.0,,,,,8.6,320.2,1012.9,47.6,6.3,280.1,24.3,10.0,06:16:19,1517699779,17:57:58,1517741878,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-05,1517763600,87.1,68.0,77.9,88.4,68.0,78.3,66.4,70.6,0.0,0.0,0.0,,,,,6.5,22.6,1014.1,45.2,5.9,281.1,24.3,10.0,06:16:10,1517786170,17:58:18,1517828298,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-06,1517850000,86.0,65.5,76.2,86.4,65.5,76.5,63.6,67.2,0.0,0.0,0.0,,,,,7.8,4.0,1013.3,43.6,5.6,278.9,24.2,9.0,06:15:59,1517872559,17:58:37,1517914717,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-07,1517936400,86.0,69.1,76.1,86.4,69.1,76.5,66.6,74.6,0.0,0.0,0.0,,,,40.3,9.4,132.3,1012.9,51.6,5.3,259.0,22.5,9.0,06:15:48,1517958948,17:58:56,1518001136,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-08,1518022800,84.9,69.8,77.0,86.4,69.8,77.5,66.6,71.9,0.0,0.0,0.0,,,,,11.3,141.2,1012.2,47.2,6.0,245.6,21.2,9.0,06:15:36,1518045336,17:59:14,1518087554,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-09,1518109200,87.0,71.5,77.7,88.2,71.5,78.5,68.9,76.3,0.0,0.0,0.0,,,,,10.6,153.6,1011.5,42.7,5.8,269.6,23.2,9.0,06:15:23,1518131723,17:59:32,1518173972,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-10,1518195600,87.1,73.2,78.6,91.8,73.2,80.1,71.4,79.9,0.0,0.0,0.0,,,,,8.7,146.8,1012.4,60.2,5.5,258.5,22.3,9.0,06:15:09,1518218109,17:59:49,1518260389,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-11,1518282000,87.8,73.3,79.1,92.2,73.3,81.1,71.5,79.0,0.0,0.0,0.0,,,,,8.1,139.6,1013.0,67.4,5.0,250.2,21.7,9.0,06:14:54,1518304494,18:00:05,1518346805,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-12,1518368400,92.6,71.6,80.4,92.8,71.6,81.4,67.6,69.0,0.0,0.0,0.0,,,,,9.2,65.5,1013.9,50.1,5.4,286.1,24.6,10.0,06:14:38,1518390878,18:00:20,1518433220,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-13,1518454800,88.7,70.0,79.2,92.8,70.0,80.2,66.6,67.0,0.0,0.0,0.0,,,,,9.6,294.9,1014.2,47.3,5.8,282.0,24.4,10.0,06:14:21,1518477261,18:00:35,1518519635,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-14,1518541200,90.3,70.5,79.4,93.5,70.5,80.8,70.5,77.2,0.0,0.0,0.0,,,,,10.1,272.0,1014.1,32.2,5.1,269.4,23.2,9.0,06:14:03,1518563643,18:00:49,1518606049,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-15,1518627600,88.9,73.4,79.9,96.5,73.4,82.7,73.4,81.9,0.0,0.0,0.0,,,,,8.7,198.0,1012.9,43.2,6.1,259.8,22.4,9.0,06:13:45,1518650025,18:01:03,1518692463,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-16,1518714000,92.1,76.9,81.9,100.6,76.9,85.4,74.5,80.0,0.0,0.0,0.0,,,,,9.2,147.4,1011.3,62.4,5.9,235.5,20.5,9.0,06:13:25,1518736405,18:01:16,1518778876,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-17,1518800400,89.6,75.2,81.0,98.2,75.2,84.5,73.9,80.1,0.0,0.0,0.0,,,,,12.2,167.2,1009.9,51.9,6.3,270.5,23.4,9.0,06:13:05,1518822785,18:01:29,1518865289,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-18,1518886800,91.1,73.4,81.3,100.1,73.4,86.2,75.0,82.8,0.004,100.0,4.17,['rain'],,,,12.9,98.0,1009.9,58.9,5.9,223.7,19.4,7.0,06:12:44,1518909164,18:01:40,1518951700,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-19,1518973200,93.2,77.0,83.5,99.2,77.0,87.5,72.6,71.5,0.0,0.0,0.0,,,,28.9,15.7,134.9,1009.9,38.0,6.5,283.5,24.4,9.0,06:12:22,1518995542,18:01:52,1519038112,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-20,1519059600,95.0,77.0,83.1,98.4,77.0,85.3,70.0,66.5,0.0,0.0,0.0,,,,,14.0,132.9,1009.4,38.8,6.5,286.8,24.8,10.0,06:11:59,1519081919,18:02:02,1519124522,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-21,1519146000,93.3,76.8,83.9,101.1,76.8,88.0,71.8,68.4,0.0,0.0,0.0,,,,,11.4,123.1,1008.5,45.7,6.3,284.4,24.7,10.0,06:11:36,1519168296,18:02:13,1519210933,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999']",obs
2018-02-22,1519232400,95.1,76.9,83.9,101.6,76.9,88.3,72.7,70.7,0.0,0.0,0.0,,,,,15.0,122.5,1008.6,45.2,6.5,273.5,23.6,9.0,06:11:12,1519254672,18:02:22,1519297342,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-23,1519318800,95.0,74.1,83.9,98.4,74.1,87.2,71.4,69.3,0.0,0.0,0.0,,,,25.3,12.4,101.9,1010.1,53.8,6.3,292.7,25.3,10.0,06:10:47,1519341047,18:02:31,1519383751,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-24,1519405200,96.1,74.1,84.5,99.5,74.1,86.4,68.2,61.4,0.0,0.0,0.0,,,,24.2,9.7,109.2,1011.5,40.8,6.5,299.2,25.9,10.0,06:10:21,1519427421,18:02:40,1519470160,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-25,1519491600,93.2,75.9,83.7,99.8,75.9,86.9,70.7,66.6,0.0,0.0,0.0,,,,,11.7,124.8,1010.4,35.5,6.5,288.2,25.1,10.0,06:09:55,1519513795,18:02:48,1519556568,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-26,1519578000,91.4,75.2,82.1,96.4,75.2,85.2,71.9,73.0,0.0,0.0,0.0,,,,,10.7,149.0,1009.8,41.3,6.1,299.1,25.9,10.0,06:09:28,1519600168,18:02:55,1519642975,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
2018-02-27,1519664400,94.0,75.2,82.8,97.8,75.2,86.0,71.6,71.6,0.0,0.0,0.0,,,,,12.0,221.1,1009.5,38.3,6.1,272.0,23.2,9.0,06:09:00,1519686540,18:03:02,1519729382,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
